Шайба 24 Гл ГОСТ 11371-78;0.0;64.70824099000001;66.83831101999999;0.0;84.67971162999999;0.0;138.49227600999998;1.6065911499999999;142.61585994;2.4098867299999998;5.1946447;30.12976313;9.59011329;0.0;1.0;кг
Шайба 24 ТД5 ГОСТ 11371-78;0.0;21.689556119999985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;кг
Шайба 6 ГЦ ГОСТ 11371-78;0.10092688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;кг
Шайба 8 ГЦ ГОСТ 11371-78;0.01647786;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;кг
Шайба A.12 Гл ГОСТ 11371-78;0.0;0.11740473000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;кг
Шайба М 36 Гл ГОСТ 24379.1-2012;0.0;797.1987641599999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;кг
Шайба М 48 Гл ГОСТ 24379.1-2012;0.0;414.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;кг
Шайба С.30 Гл ГОСТ 11371-78;0.0;0.52008239;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;кг
Шпилька по чертежу 16х1000.ст3.ГЦ Ст-2019-06;750.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.58;шт
Шпилька по чертежу 3 М36х650.09Г2С-15.Гл ОЭМЗ.М36.522.00.000;0.0;7159.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.99;шт
Шпилька по чертежу М12х800.09Г2С-12.Гл ОЭМЗ.КП-1.500.03.000;0.0;2.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.71;шт
Шпилька по чертежу М30х100.09Г2С-12.Гл 3.407.1-175;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.6;0.6;шт
Шпилька по чертежу М36х300.09Г2С-15.бп 3.407.9-146.3-05КМД;0.0;45.54299999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.397;шт
Шпилька по чертежу М36х300.09Г2С-6.бп 3.407.9-146.3-05КМД;0.0;34.40799999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.397;шт
Шпилька по чертежу Ш-1 М24х350.40Х.ГЦ ДК10-Ш-1.02;132.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.24;шт
Шпилька по чертежу Ш1 М18х273.40Х.ГЦ К-ТП.10-110-00.13;108.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.54;шт
Шпилька по чертежу Ш2 М20х350.40Х.ГЦ К-ТП.10-110-00.19;347.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.86;шт
Шпилька по чертежу ШКМ-1 М12х100.09Г2С-12.бп ШКМ-01-КМД;0.0;17.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.89;шт
Шпилька3. М30-6gх600.09Г2С-15.Гл ГОСТ 24379.1-2012;0.0;319.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;кг
Шпилька3. М36-6gх600.09Г2С-4.Гл ГОСТ 24379.1-2012;0.0;230.112;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;кг
Шплинт 3,2х25.ГЦ ГОСТ 397-79;0.014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;кг
Шплинт 3,2х25.ТД5 ГОСТ 397-79;0.0;0.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;кг
Шплинт 5х20.ГЦ ГОСТ 397-79;0.05647058;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;кг
