Дата запуска;0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;13.0;14.0;15.0;17.0
Дата запуска;2020-04-15 00:00:00;2020-04-16 00:00:00;2020-04-17 00:00:00;2020-04-18 00:00:00;2020-04-19 00:00:00;2020-04-20 00:00:00;2020-04-21 00:00:00;2020-04-22 00:00:00;2020-04-23 00:00:00;2020-04-24 00:00:00;2020-04-25 00:00:00;2020-04-26 00:00:00;2020-04-27 00:00:00;2020-04-28 00:00:00;2020-04-29 00:00:00;2020-04-30 00:00:00;2020-05-02 00:00:00
Номенклатура;;;;;;;;;;;;;;;;;
Гайка М20-6h.5.Гл ГОСТ 5915-70;1.5276817699999938;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Гайка М20-6h.8.ГЦ ГОСТ 5915-70;547.7913645900001;0.0;31.78372812;0.0;0.0;0.0;0.0;0.0;0.0;284.87847580000005;0.0;3.82698249;8.09474768;0.0;0.0;0.0;0.0
Гайка М20-6h.8.ГЦ ГОСТ ISO 4032-2014;982.28296602;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Гайка М20-6h.8.Гл ГОСТ 5915-70;7447.958943410001;0.0;50.32543769;7.06900103;550.18743563;0.0;825.57672503;10.00926879;40.34706488;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Гайка М20-6h.8.Гл ГОСТ ISO 4032-2014;728.6275798099999;0.0;0.0;0.0;0.0;0.0;0.0;5.51802266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;368.23069001;368.23069001
Гайка М20-6h.8.ТД4 ГОСТ ISO 4032-2014;357.65256437;63.62100927;0.0;63.62100927;0.0;0.0;57.43563337;0.0;2.35633368;2.06179197;2.65087539;1.76725026;32.988671479999994;69.51184346;0.0;68.03913491;63.62100927
Гайка М20-6h.8.бп ГОСТ ISO 4032-2014;2.94335736;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Гайка М24-6h.8.ГЦ ГОСТ 5915-70;1241.07701339;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.507724;0.0;3.04016478;7.59011329;0.0;0.0;0.0;0.0
Гайка М24-6h.8.ГЦ ГОСТ ISO 4032-2014;2878.743733199999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Гайка М24-6h.8.Гл ГОСТ 5915-70;626.58456845;0.0;221.69927909;36.44490216;243.46652935999998;0.0;273.7106076;10.62821833;98.19876416;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Гайка М24-6h.8.Гл ГОСТ ISO 4032-2014;332.19037692999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;233.59835221;233.59835221
Гайка М24-6h.8.ТД4 ГОСТ ISO 4032-2014;113.88980432999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Гайка М27-6h.8.ГЦ ГОСТ 5915-70;185.36161894;0.0;32.13182286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Гайка М27-6h.8.ГЦ ГОСТ ISO 4032-2014;23.57500824;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Гайка М27-6h.8.Гл ГОСТ 5915-70;370.62812463000006;0.0;0.0;0.0;15.89392379;0.0;21.673532440000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Гайка М27-6h.8.Гл ГОСТ ISO 4032-2014;32.3322688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.54067971;37.54067971
Гайка М30-6h.8.ГЦ ГОСТ 5915-70;965.2799722;0.0;5.99485067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0
Гайка М30-6h.8.ГЦ ГОСТ ISO 4032-2014;501.76916168;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Гайка М30-6h.8.Гл ГОСТ 5915-70;2384.0374665500003;0.0;37.46858908;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Гайка М30-6h.8.Гл ГОСТ ISO 4032-2014;233.40759835000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;77.9330587;77.9330587
Гайка М30-6h.8.ТД4 ГОСТ ISO 4032-2014;199.84552008999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.95056644;55.95674563;71.94438723;47.962924820000005;31.97528321;159.87641607;0.0;119.90731205;0.0
