Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Дата начала факт;Приоритет;Дата поступления КМД;Количество штук;Изделие;Статус;Заказ-Партия;Нельзя_заменять;Закуп подтвержден;Возможный заказ;Некомплектная_отгрузка;Полная_отгрузка;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
1840;921639;1;2020-01-03;00000000419;Болт М12-6gх40.8.8.Гл ГОСТ 7798-70;0.8122449;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921639-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1841;921639;1;2020-01-03;00000000420;Болт М12-6gх80.8.8.Гл ГОСТ 7798-70;0.17346939;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921639-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1809;921637;1;2020-01-03;00000000447;Болт М30-6gх110.8.8.Гл ГОСТ 7798-70;28.14830072;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;2.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Устройство ответвления";К производству;921637-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1795;921636;1;2020-01-03;00000000419;Болт М12-6gх40.8.8.Гл ГОСТ 7798-70;3.04897959;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;6.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921636-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1794;921636;1;2020-01-03;00000001665;Болт М12-6gх35.8.8.Гл ГОСТ 7798-70;0.2755102;0.0;0.0;0.0;0.0;МЕССОЯХАНЕФТЕГАЗ АО;ДП_50630_30915_19090, Спецификация №  86(1167) от 02.12.2019;0;0.0;0;6.0;"Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Установка разъединителя";К производству;921636-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1063;921988;2;2020-01-03;00000000496;Гайка М20-6h.8.Гл ГОСТ 5915-70;119.48300721;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1068;921988;2;2020-01-03;00000000030;Шайба 20 Гл ГОСТ 6402-70;10.61174047;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1067;921988;2;2020-01-03;00000000412;Шайба 16 Гл ГОСТ 6402-70;3.90010299;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1066;921988;2;2020-01-03;00000000406;Шайба 16 Гл ГОСТ 11371-78;7.2523172;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1065;921988;2;2020-01-03;00000000549;Гайка М30-6h.8.Гл ГОСТ 5915-70;132.88465499;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1064;921988;2;2020-01-03;00000000495;Гайка М24-6h.8.Гл ГОСТ 5915-70;623.58393409;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1071;921988;2;2020-01-03;00000006907;Шайба 30 Гл ГОСТ 11371-78;29.36972194;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1062;921988;2;2020-01-03;00000001703;Гайка М16-6h.8.Гл ГОСТ 5915-70;24.12873326;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1061;921988;2;2020-01-03;00000000450;Болт М30-6gх90.8.8.Гл ГОСТ 7798-70;267.81668383;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1060;921988;2;2020-01-03;00000001699;Болт М30-6gх85.8.8.Гл ГОСТ 7798-70;87.64778579;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1072;921988;2;2020-01-03;00000000416;Шайба 30 Гл ГОСТ 6402-70;21.39649846;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1073;921988;2;2020-01-03;00-00000395;Болт М16-6gх60.8.8.Гл ГОСТ 7798-70;4.62142857;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1074;921988;2;2020-01-03;00-00000399;Пробойник_СП-17;2.59;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1069;921988;2;2020-01-03;00000000029;Шайба 24 Гл ГОСТ 11371-78;164.02780639;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1070;921988;2;2020-01-03;00000000031;Шайба 24 Гл ГОСТ 6402-70;115.10710608;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1057;921988;2;2020-01-03;00000000023;Болт М24-6gх80.8.8.Гл ГОСТ 7798-70;684.11122554;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1056;921988;2;2020-01-03;00000000385;Болт М24-6gх70.8.8.Гл ГОСТ 7798-70;169.09577755;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1055;921988;2;2020-01-03;00000000383;Болт М20-6gх200.5.8.Гл ГОСТ 7798-70;469.55509784;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1054;921988;2;2020-01-03;00000000424;Болт М16-6gх55.8.8.Гл ГОСТ 7798-70;27.77142857;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1053;921988;2;2020-01-03;00000000201;Болт М16-6gх50.8.8.Гл ГОСТ 7798-70;42.19285714;0.0;0.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №2 от 24.01.2020;0;0.0;0;7.0;Анкерно-угловая опора У110-2+5 Проект: 3078тм;К производству;921988-2;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
522;921182;1;2020-01-04;00000000412;Шайба 16 Гл ГОСТ 6402-70;0.08753862;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;1.0;Мачта   прожекторная Н=28м Технические требования 8650/13-Ц-713-ЭМ.ТТ;К производству;921182-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
531;921182;1;2020-01-04;00000018456;Оконцеватель защитный для металлорукава РЗ-ЦПнг-20;10.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;1.0;Мачта   прожекторная Н=28м Технические требования 8650/13-Ц-713-ЭМ.ТТ;К производству;921182-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
530;921182;1;2020-01-04;00000017127;Провод заземляющий ПуГВ -ХЛ 1х6мм2;2.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;1.0;Мачта   прожекторная Н=28м Технические требования 8650/13-Ц-713-ЭМ.ТТ;К производству;921182-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2355;921238;1;2020-01-04;00000010172;Болт М16-6gх50.8.8.ГЦ ГОСТ 7798-70;4.63673469;0.0;0.0;0.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;0;0.0;0;4.0;"Опора анкерная угловая АУО10ГИ-1Т Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Подставка повышающая П4.";К производству;921238-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
528;921182;1;2020-01-04;00000004350;Коробка протяжная У994, IP54;8.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;1.0;Мачта   прожекторная Н=28м Технические требования 8650/13-Ц-713-ЭМ.ТТ;К производству;921182-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
527;921182;1;2020-01-04;00000011435;Скрепы для ленты монтажной С20;100.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;1.0;Мачта   прожекторная Н=28м Технические требования 8650/13-Ц-713-ЭМ.ТТ;К производству;921182-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
526;921182;1;2020-01-04;00000001022;Шайба 8 Гл ГОСТ 11371-78;0.02265705;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;1.0;Мачта   прожекторная Н=28м Технические требования 8650/13-Ц-713-ЭМ.ТТ;К производству;921182-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
525;921182;1;2020-01-04;00000000518;Шайба 6 Гл ГОСТ 6402-70;0.00205973;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;1.0;Мачта   прожекторная Н=28м Технические требования 8650/13-Ц-713-ЭМ.ТТ;К производству;921182-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2348;921237;1;2020-01-04;00000010190;Болт М20-6gх80.8.8.ГЦ ГОСТ 7798-70;5.45829042;0.0;0.0;0.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;0;0.0;0;5.0;"Опора анкерная (концевая) АО10ГИ-1Т Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Фундамент Ф4.219.8.L.S";К производству;921237-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2349;921237;1;2020-01-04;00000010177;Болт М30-6gх110.8.8.ГЦ ГОСТ 7798-70;70.3707518;0.0;0.0;0.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;0;0.0;0;5.0;"Опора анкерная (концевая) АО10ГИ-1Т Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Фундамент Ф4.219.8.L.S";К производству;921237-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2350;921237;1;2020-01-04;00000010179;Гайка М20-6h.8.ГЦ ГОСТ 5915-70;1.47270855;0.0;0.0;0.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;0;0.0;0;5.0;"Опора анкерная (концевая) АО10ГИ-1Т Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Фундамент Ф4.219.8.L.S";К производству;921237-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2351;921237;1;2020-01-04;00000010181;Гайка М30-6h.8.ГЦ ГОСТ 5915-70;39.96395469;0.0;0.0;0.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;0;0.0;0;5.0;"Опора анкерная (концевая) АО10ГИ-1Т Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Фундамент Ф4.219.8.L.S";К производству;921237-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2352;921237;1;2020-01-04;00000002421;Шайба 20 ГЦ ГОСТ 11371-78;0.35530381;0.0;0.0;0.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;0;0.0;0;5.0;"Опора анкерная (концевая) АО10ГИ-1Т Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Фундамент Ф4.219.8.L.S";К производству;921237-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2353;921237;1;2020-01-04;00000002424;Шайба 20 ГЦ ГОСТ 6402-70;0.26261586;0.0;0.0;0.0;0.0;ГПН-РАЗВИТИЕ ООО;ДП_44114_30915_33518, Спецификация №  13(1527) от 19.09.2019;0;0.0;0;5.0;"Опора анкерная (концевая) АО10ГИ-1Т Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Фундамент Ф4.219.8.L.S";К производству;921237-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
524;921182;1;2020-01-04;00000000410;Шайба 6 Гл ГОСТ 11371-78;0.01750772;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;1.0;Мачта   прожекторная Н=28м Технические требования 8650/13-Ц-713-ЭМ.ТТ;К производству;921182-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
518;921182;1;2020-01-04;00000012793;Лента монтажная стальная в кассете F2007  E;1.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;1.0;Мачта   прожекторная Н=28м Технические требования 8650/13-Ц-713-ЭМ.ТТ;К производству;921182-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
519;921182;1;2020-01-04;00000011641;Металлорукав в ПВХ оболочке РЗ-ЦПнг-20;36.0;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;1.0;Мачта   прожекторная Н=28м Технические требования 8650/13-Ц-713-ЭМ.ТТ;К производству;921182-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
520;921182;1;2020-01-04;00000001020;Шайба 10 Гл ГОСТ 11371-78;0.07312049;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;1.0;Мачта   прожекторная Н=28м Технические требования 8650/13-Ц-713-ЭМ.ТТ;К производству;921182-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
521;921182;1;2020-01-04;00000000406;Шайба 16 Гл ГОСТ 11371-78;0.16271885;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;1.0;Мачта   прожекторная Н=28м Технические требования 8650/13-Ц-713-ЭМ.ТТ;К производству;921182-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
523;921182;1;2020-01-04;00000000659;Шайба 20 Гл ГОСТ 11371-78;0.28218332;0.0;0.0;0.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;1.0;Мачта   прожекторная Н=28м Технические требования 8650/13-Ц-713-ЭМ.ТТ;К производству;921182-1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
